id,genus-name,genus-qid,genus-qid-url,genus-ipni-id,genus-ipni-id-url,genus-wfo-id,genus-wfo-id-url,genus-wfo-status,genus-powo-status,author-std-abbreviation,author1-qid,author2-qid,author3-qid,author4-qid,author5-qid,author1-qid-url,author2-qid-url,author3-qid-url,author4-qid-url,author5-qid-url,author-country,author-gender,author-female-flag,author-count,protologue-reference,protologue-pub-year,family-name-wfo,eponymy-derived-indirectly,eponymy-name,eponymy-count,eponymy-yob,eponymy-yod,eponymy-lifespan,eponymy-occupation,eponymy-author-relationship,eponymy-is-real,eponymy-is-mythical,eponymy-country,eponymy1-qid,eponymy2-qid,eponymy1-qid-url,eponymy2-qid-url,protologue-url,protologue-eponymy-stated,protologue-dedication-text,eponymy-wikipedia-url,eponymy-bionomia-url
170,Christopheria,Q101747636,http://www.wikidata.org/entity/Q101747636,77132578-1,https://www.ipni.org/n/77132578-1,wfo-4001303169,https://list.worldfloraonline.org/wfo-4001303169,Accepted,accepted,J.F.Sm. & J.L.Clark,Q26713312,Q5933410,,,,http://www.wikidata.org/entity/Q26713312,http://www.wikidata.org/entity/Q5933410,,,,"USA, USA",MM,0,2,Syst. Bot. 38(2): 453 (2013),2013,Gesneriaceae,0,Sharon Christoph & Christopher Davidson,2,unknown,unknown,unknown,"founders of Flora of the World (https://floraoftheworld.org/), botanical collector and photographer",supporter of the author,1,0,USA,Q108803187,,http://www.wikidata.org/entity/Q108803187,,https://doi.org/10.1600/036364413X666723,1,"The name is derived from the first and last names, respectively, of Christopher Davidson and Sharon Christoph who have provided both logistical and intellectual support to the first author, including the trip to French Guiana where leaf material for this species was collected.",No English Wikipedia article,Not in Bionomia
171,Chryseis,Q115613246,http://www.wikidata.org/entity/Q115613246,8284-1,https://www.ipni.org/n/8284-1,wfo-4100003101,https://list.worldfloraonline.org/wfo-4100003101,Synonym of Amberboa (Pers.) Less.,synonym of Amberboa (Pers.) Less.,Cass.,Q958431,,,,,http://www.wikidata.org/entity/Q958431,,,,,France,M,0,1,Bull. Sci. Soc. Philom. Paris 1817: 33 (1817),1817,Asteraceae,0,Chryseis,1,,,n/a,mythological figure (nymph; Greek mythology),,0,1,,Q611124,,http://www.wikidata.org/entity/Q611124,,https://www.biodiversitylibrary.org/page/4439512,0,Not explained in original publication,https://en.wikipedia.org/wiki/Chryseis,Mythical person
172,Chryseis,Q115613294,http://www.wikidata.org/entity/Q115613294,31638-1,https://www.ipni.org/n/31638-1,wfo-4000008182,https://list.worldfloraonline.org/wfo-4000008182,Synonym of Eschscholzia Cham.,nom. illeg. et nom. illeg. superfl.,Lindl.,Q378629,,,,,http://www.wikidata.org/entity/Q378629,,,,,UK,M,0,1,Edwards's Bot. Reg. 23: t. 1948 (1837),1837,Papaveraceae,0,Chryseis,1,,,n/a,mythological figure (nymph; Greek mythology),,0,1,,Q57424690,,http://www.wikidata.org/entity/Q57424690,,https://www.biodiversitylibrary.org/page/240559,1,Chryseis a celebrated Homeric beauty; the name allusive to the golden colour of the flowers,No English Wikipedia article,Mythical person
173,Chumsriella,Q5116188,http://www.wikidata.org/entity/Q5116188,17753-1,https://www.ipni.org/n/17753-1,wfo-4000008261,https://list.worldfloraonline.org/wfo-4000008261,Synonym of Germainia Balansa & Poitr.,synonym of Germainia Balansa & Poitr.,Bor,Q4026914,,,,,http://www.wikidata.org/entity/Q4026914,,,,,Ireland,M,0,1,Dansk Bot. Ark. 23: 467 (1968),1968,Poaceae,0,"Chumsri Chaianan, née Hambananda",1,1930,current,1930–current,botanist,,1,0,Thailand,Q5768508,,http://www.wikidata.org/entity/Q5768508,,,1,The above remarkable genus was sent to the author by Mrs. Chumsri Chaianan who is currently working on the Thai grasses in Bangkok and in whose honour the genus is named.,No English Wikipedia article,Not in Bionomia
174,Cinchona,Q160090,http://www.wikidata.org/entity/Q160090,329816-2,https://www.ipni.org/n/329816-2,wfo-4000008324,https://list.worldfloraonline.org/wfo-4000008324,Accepted,accepted,L.,Q1043,,,,,http://www.wikidata.org/entity/Q1043,,,,,Sweden,M,0,1,Sp. Pl. 1: 172 (1753),1753,Rubiaceae,0,Francisca Enriquez de Rivera,1,unknown,1641,unknown–1641,Countess of Chinchón,,1,0,Spain,Q116273136,,http://www.wikidata.org/entity/Q116273136,,https://www.biodiversitylibrary.org/page/358191,0,"Not explained in original publication. Linnaeus cites La Condamine, who cites Bado. No name for the woman in this legend. Bado mentiones ""Polvos de la condesa"" on pg. 24 https://www.google.com/books/edition/_/sp5ft39uFzIC?hl=en&gbpv=1&bsq=chinchon",No English Wikipedia article,Not in Bionomia
175,Circaea,Q158100,http://www.wikidata.org/entity/Q158100,60436661-2,https://www.ipni.org/n/60436661-2,wfo-4000008361,https://list.worldfloraonline.org/wfo-4000008361,Accepted,accepted,L.,Q1043,,,,,http://www.wikidata.org/entity/Q1043,,,,,Sweden,M,0,1,Sp. Pl. 1: 9 (1753),1753,Onagraceae,0,Circe,1,,,n/a,"mythological figure, enchantress (Greek mythology)",,0,1,,Q187602,,http://www.wikidata.org/entity/Q187602,,https://www.biodiversitylibrary.org/page/358030,0,Not explained in original publication,https://en.wikipedia.org/wiki/Circe,Mythical person
176,Clelia,Q109695119,http://www.wikidata.org/entity/Q109695119,22030-1,https://www.ipni.org/n/22030-1,wfo-4000008560,https://list.worldfloraonline.org/wfo-4000008560,Synonym of Calliandra Benth.,synonym of Calliandra Benth.,Casar.,Q3107130,,,,,http://www.wikidata.org/entity/Q3107130,,,,,Italy,M,0,1,Nov. Stirp. Bras. Dec. 83 (1842),1842,Fabaceae,0,Clelia Durazzo Grimaldi,1,1760,1830,1760–1830,"botanist, aristocrat",,1,0,Italy,Q3680402,,http://www.wikidata.org/entity/Q3680402,,https://www.biodiversitylibrary.org/page/742874,1,"Dicavi nobilissimae matronae Cleliae Durazzo-Grimaldi Genuensi, cujus, nostra memoria, impensi in rem herbariam studii argumentum exstitit amoenissimus Pelianus ille rarioribus stirpibus prope Genuam consitus hortus, deinde praeclariorum erga eam botanicorum obscquium, ditissimum denique herbarium et bibliotheca, quibus patriam, ut in publicam verterentur ulilitatem, obiens munificavit.",https://en.wikipedia.org/wiki/Clelia_Durazzo_Grimaldi,https://bionomia.net/Q3680402
177,Clemensia,Q111845217,http://www.wikidata.org/entity/Q111845217,26712-1,https://www.ipni.org/n/26712-1,wfo-4000008570,https://list.worldfloraonline.org/wfo-4000008570,Synonym of Chisocheton Blume,synonym of Chisocheton Blume,Merr.,Q729926,,,,,http://www.wikidata.org/entity/Q729926,,,,,USA,M,0,1,"Philipp. J. Sci., C 3: 143 (1908)",1908,Meliaceae,0,Mary Strong Clemens,1,1873,1968,1873–1968,"botanist, botanical collector, explorer",,1,0,USA,Q6780787,,http://www.wikidata.org/entity/Q6780787,,https://www.biodiversitylibrary.org/item/1114,0,"Not explained in original publication but ""Mrs. Clemens"" is the collector",https://en.wikipedia.org/wiki/Mary_Strong_Clemens,https://bionomia.net/Q6780787
178,Clemensia,Q118612614,http://www.wikidata.org/entity/Q118612614,3271-1,https://www.ipni.org/n/3271-1,wfo-4000008569,https://list.worldfloraonline.org/wfo-4000008569,Synonym of Hoya R.Br.,"nom. illeg., later homonym",Schltr.,Q62278,,,,,http://www.wikidata.org/entity/Q62278,,,,,Germany,M,0,1,Repert. Spec. Nov. Regni Veg. 13: 542 (1915),1915,Apocynaceae,0,Mary Strong Clemens,1,1873,1968,1873–1968,"botanist, botanical collector, explorer",,1,0,USA,Q6780787,,http://www.wikidata.org/entity/Q6780787,,https://www.biodiversitylibrary.org/page/353817,1,"The genus and the species are dedicated to Mrs. Mary Strong Clemens, who has augmented our knowledge of the Philippine-Flora considerably.",https://en.wikipedia.org/wiki/Mary_Strong_Clemens,https://bionomia.net/Q6780787
179,Clemensiella,Q5772409,http://www.wikidata.org/entity/Q5772409,3272-1,https://www.ipni.org/n/3272-1,wfo-4000008571,https://list.worldfloraonline.org/wfo-4000008571,Synonym of Hoya R.Br.,synonym of Hoya R.Br.,Schltr.,Q62278,,,,,http://www.wikidata.org/entity/Q62278,,,,,Germany,M,0,1,Repert. Spec. Nov. Regni Veg. 13: 566 (1915),1915,Apocynaceae,1,Mary Strong Clemens,1,1873,1968,1873–1968,"botanist, botanical collector, explorer",,1,0,USA,Q6780787,,http://www.wikidata.org/entity/Q6780787,,https://www.biodiversitylibrary.org/page/353818,1,"Since the creation of my genus Clemensia I have found out, that Dr. Merrill has used the same name before for a genus of the Meliaceae ... Therefore the name of my genus should be altered into the one given above, Clemensiella",https://en.wikipedia.org/wiki/Mary_Strong_Clemens,https://bionomia.net/Q6780787
180,Cleodora,Q87207244,http://www.wikidata.org/entity/Q87207244,322017-2,https://www.ipni.org/n/322017-2,wfo-4000008577,https://list.worldfloraonline.org/wfo-4000008577,Synonym of Croton L.,synonym of Croton L.,Klotzsch,Q67003,,,,,http://www.wikidata.org/entity/Q67003,,,,,Germany,M,0,1,Arch. Naturgesch. (Berlin) 7(1): 196 (1841),1841,Euphorbiaceae,0,Cleodore,1,,,n/a,mythological figure (Greek mythology),,0,1,,Q15273559,,http://www.wikidata.org/entity/Q15273559,,https://www.biodiversitylibrary.org/page/2443370,1,Kleodora eine Danaïde,No English Wikipedia article,Mythical person
181,Cliffordia,Q111845392,http://www.wikidata.org/entity/Q111845392,30996-1,https://www.ipni.org/n/30996-1,wfo-4000008608,https://list.worldfloraonline.org/wfo-4000008608,Synonym of Christisonia Gardner,synonym of Christisonia Gardner,Livera,Q19056540,,,,,http://www.wikidata.org/entity/Q19056540,,,,,Sri Lanka,M,0,1,Ann. Roy. Bot. Gard. (Peradeniya) 10: 156 (1927),1927,Orobanchaceae,0,Elizabeth Lydia Rosabelle de la Pasture (later Lady Clifford) & husband Hugh Charles Clifford,2,1866,1945,1866–1945,writer,,1,0,,Q6929950,,http://www.wikidata.org/entity/Q6929950,,,1,"I have generically separated the latter group and called it Cliffordia after Sir Hugh Clifford - our present governor, who was the first patron of the Ceylon Natural History Society, to whom and to Lady Clifford I have the honour of dedicating it.",https://en.wikipedia.org/wiki/Mrs_Henry_de_la_Pasture,Not in Bionomia
182,Clivia,Q1163100,http://www.wikidata.org/entity/Q1163100,1408-1,https://www.ipni.org/n/1408-1,wfo-4000008647,https://list.worldfloraonline.org/wfo-4000008647,Accepted,accepted,Lindl.,Q378629,,,,,http://www.wikidata.org/entity/Q378629,,,,,UK,M,0,1,Bot. Reg. 14: t. 1182 (1828),1828,Amaryllidaceae,0,"Charlotte Percy, Duchess of Northumberland",1,1787,1866,1787–1866,"duchess, plant lover",,1,0,UK,Q1754479,,http://www.wikidata.org/entity/Q1754479,,https://www.biodiversitylibrary.org/page/133272,1,"We have named this plant in honour of her Grace the Duchess of Northumberland, to whom we are greatly indebted for an opportunity of publishing it. Such a compliment has long been due to the noble family oF Clive; and we are proud in having the honour of being the first to pay it.","https://en.wikipedia.org/wiki/Charlotte_Percy,_Duchess_of_Northumberland",Not in Bionomia
183,Clymenia,Q5137103,http://www.wikidata.org/entity/Q5137103,35650-1,https://www.ipni.org/n/35650-1,wfo-4000008674,https://list.worldfloraonline.org/wfo-4000008674,Accepted,accepted,Swingle,Q378863,,,,,http://www.wikidata.org/entity/Q378863,,,,,USA,M,0,1,J. Arnold Arbor. 20: 251 (1939),1939,Rutaceae,0,Klymene,1,,,n/a,mythological figure,,0,1,,Q836792,,http://www.wikidata.org/entity/Q836792,,https://www.jstor.org/stable/43780911,1,"From the Greek Κλυμένη, a mythological Greek character, sometimes said to be the mother of Atalanta (for whom Correa da Serra named the genus Atalantia, a rather close relative of Citrus), but more often held to be either the daughter of the Titan, Oceanus, and mother of Atlas or else a consort of Jupiter and mother of the ill-fated Phaeton (see Bulfinch, Thos., Age of Fable, ed. E. E. Hale, pp. 49, 457, 467. 1881.)",https://en.wikipedia.org/wiki/Clymene_(wife_of_Iapetus),Mythical person
184,Colania,Q87147939,http://www.wikidata.org/entity/Q87147939,24149-1,https://www.ipni.org/n/24149-1,wfo-4000008877,https://list.worldfloraonline.org/wfo-4000008877,Synonym of Aspidistra Ker Gawl.,synonym of Aspidistra Ker-Gawl.,Gagnep.,Q599122,,,,,http://www.wikidata.org/entity/Q599122,,,,,France,M,0,1,"Bull. Mus. Hist. Nat. (Paris) ser. 2, 6: 190 (1934)",1934,Asparagaceae,0,Madeleine Colani,1,1866,1943,1866–1943,archaeologist,,1,0,France,Q460906,,http://www.wikidata.org/entity/Q460906,,https://www.biodiversitylibrary.org/page/52187551,1,"Ce genre est dédié à Mlle. Colani, géologue, qui, s'intéressant à la végétation de la colonie, a découvert la plante.",https://en.wikipedia.org/wiki/Madeleine_Colani,Not in Bionomia
185,Coldenella,Q111845497,http://www.wikidata.org/entity/Q111845497,33107-1,https://www.ipni.org/n/33107-1,wfo-4100003083,https://list.worldfloraonline.org/wfo-4100003083,Synonym of Coptis L.,synonym of Coptis Salisb.,J.Ellis,Q934747,,,,,http://www.wikidata.org/entity/Q934747,,,,,UK/Ireland,M,0,1,Linn. Corresp. 1: 95 (1821),1821,Ranunculaceae,0,Jane Colden,1,1774,1766,1774–1766,botanist,,1,0,USA,Q2504068,,http://www.wikidata.org/entity/Q2504068,,https://www.biodiversitylibrary.org/page/54802727,1,"This young lady [Miss Colden of New York] merits your esteem, and does honour to your System. She has drawn and described 400 plants in your method only: she uses English terms. Her father has a plant called after him Coldenia, suppose you should call this Coldenella or any other name that might distinguish her among your Genera.",https://en.wikipedia.org/wiki/Jane_Colden,Not in Bionomia
186,Constantia,Q309858,http://www.wikidata.org/entity/Q309858,29110-1,https://www.ipni.org/n/29110-1,wfo-4000009195,https://list.worldfloraonline.org/wfo-4000009195,Accepted,accepted,Barb.Rodr.,Q45374,,,,,http://www.wikidata.org/entity/Q45374,,,,,Brazil,M,0,1,Gen. Sp. Orchid. 1: 78 (1877),1877,Orchidaceae,0,Constança Eufrosina Barbosa Rodriguez da Borba Paca,1,1844,1920,1844–1920,botanist,wife of author,1,0,Brazil,Q106863862,,http://www.wikidata.org/entity/Q106863862,,https://www.biodiversitylibrary.org/page/407704,1,"Ce nouveau genre est dedie a mon epouse, D. Constanca Barbosa Rodrigues, ma fidele compagne dans mes penibles excursions et dans tous mes travaux.",No English Wikipedia article,https://bionomia.net/Q106863862
187,Cordula,Q87274495,http://www.wikidata.org/entity/Q87274495,327474-2,https://www.ipni.org/n/327474-2,wfo-4000009278,https://list.worldfloraonline.org/wfo-4000009278,Synonym of Paphiopedilum Pfitzer,synonym of Paphiopedilum Pfitzer,Raf.,Q364857,,,,,http://www.wikidata.org/entity/Q364857,,,,,France/USA,M,0,1,Fl. Tellur. 4: 46 (1838),1838,Orchidaceae,0,Cordula,1,,,n/a,mythical figure (nymph),,0,1,,Q111358485,,http://www.wikidata.org/entity/Q111358485,,https://www.biodiversitylibrary.org/page/7430540,1,nymph,No English Wikipedia article,Mythical person
188,Corthumia,Q109695313,http://www.wikidata.org/entity/Q109695313,16799-1,https://www.ipni.org/n/16799-1,wfo-4000043862,https://list.worldfloraonline.org/wfo-4000043862,Synonym of Pelargonium L'Hér.,synonym of Pelargonium L'Hér. ex Aiton,Rchb.,Q58053,,,,,http://www.wikidata.org/entity/Q58053,,,,,Germany,M,1,1,Deut. Bot. Herb.-Buch: 201 (1841),1841,Geraniaceae,0,Luise Corthum,1,1773,1840,1773–1840,gardener,,1,0,Germany,Q109695388,,http://www.wikidata.org/entity/Q109695388,,https://www.biodiversitylibrary.org/page/7391897,1,De re hortensi meritissiina Corthum salutatur.,No English Wikipedia article,Not in Bionomia
189,Coutaportla,Q8351433,http://www.wikidata.org/entity/Q8351433,296973-2,https://www.ipni.org/n/296973-2,wfo-4000009525,https://list.worldfloraonline.org/wfo-4000009525,Accepted,accepted,Urb.,Q64845,,,,,http://www.wikidata.org/entity/Q64845,,,,,Germany,M,0,1,Symb. Antill. 9(1): 146 (1923),1923,Rubiaceae,0,"Margaret Bentinck, Duchess of Portland",1,1715,1785,1715–1785,"botanist, naturalist, scientific collector",,1,0,UK,Q126219,,http://www.wikidata.org/entity/Q126219,,https://www.biodiversitylibrary.org/page/742380,1,Nomen ex verbis abbreviatis Coutarea et Portlandia a b. Baillon non fauste compositum est.,"https://en.wikipedia.org/wiki/Margaret_Bentinck,_Duchess_of_Portland",Not in Bionomia
190,Creusa,Q111845625,http://www.wikidata.org/entity/Q111845625,967851-1,https://www.ipni.org/n/967851-1,wfo-4000009686,https://list.worldfloraonline.org/wfo-4000009686,Synonym of Crassula L.,synonym of Crassula L.,P.V.Heath,Q6067280,,,,,http://www.wikidata.org/entity/Q6067280,,,,,UK,M,0,1,Calyx 3(3): 103 (1993),1993,Crassulaceae,0,"Crëusa (Greek Krëusa/Κρέουσα, Latin Creusa)",1,,,n/a,mythological figure(s) (Greek mythology),,0,1,,Q28008079,,http://www.wikidata.org/entity/Q28008079,,,1,The name is taken from Greek mythology.,https://en.wikipedia.org/wiki/Creusa,Mythical person
191,Cristobalia,Q47062319,http://www.wikidata.org/entity/Q47062319,60473391-2,https://www.ipni.org/n/60473391-2,wfo-4001303179,https://list.worldfloraonline.org/wfo-4001303179,Accepted,accepted,"Morillo, S.A.Cáceres & H.A.Keller",Q5879651,Q26712245,Q36574544,,,http://www.wikidata.org/entity/Q5879651,http://www.wikidata.org/entity/Q26712245,http://www.wikidata.org/entity/Q36574544,,,"Venezuela, Argentina, Argentina",MMM,0,3,Pittieria 40: 132 (2016),2016,Apocynaceae,0,Carmen Lelia Cristóbal,1,1932,2019,1932–2019,botanist,,1,0,Argentina,Q942126,,http://www.wikidata.org/entity/Q942126,,http://erevistas.saber.ula.ve/index.php/pittieria/article/view/7949,1,"[...] le damos el nombre de Cristobalia en reconocimiento a la gran contribución botánica realizada por la Dra. Carmen Lelia Cristóbal no sólo por su aporte como especialista al conocimiento de las Malvaceae s.l., sino también por su desempeño como fundadora del Instituto de Botánica del Nordeste, curadora del herbario CTES, editora de la revista Bonplandia, formadora de nuevos investigadores, y por su recordada labor docente.",https://en.wikipedia.org/wiki/Carmen_Lelia_Crist%C3%B3bal,https://bionomia.net/Q942126
192,Croftia,Q115675395,http://www.wikidata.org/entity/Q115675395,296898-2,https://www.ipni.org/n/296898-2,wfo-1200030158,https://list.worldfloraonline.org/wfo-1200030158,Synonym of Carlowrightia A.Gray,synonym of Carlowrightia A.Gray; nom. illeg. later homonym of Croftia King & Prain (named for Alfred Croft),Small,Q2590065,,,,,http://www.wikidata.org/entity/Q2590065,,,,,USA,M,0,1,"Fl. S.E. U.S. [Small] 1088, 1338 (1903)",1903,Acanthaceae,0,Mary B. Croft,1,1854,1922,1854–1922,"botanist, botanical collector, scientific illustrator",,1,0,USA,Q96587356,,http://www.wikidata.org/entity/Q96587356,,https://www.biodiversitylibrary.org/page/377975,1,"On page 1338: in Honor of Mary A. Croft, collector of the flora of eastern Texas""",No English Wikipedia article,https://bionomia.net/Q96587356
193,Croninia,Q5792097,http://www.wikidata.org/entity/Q5792097,972750-1,https://www.ipni.org/n/972750-1,wfo-4000009750,https://list.worldfloraonline.org/wfo-4000009750,Synonym of Styphelia Sm.,accepted,J.M.Powell,Q21523165,,,,,http://www.wikidata.org/entity/Q21523165,,,,,Australia,F,1,1,Nuytsia 9(1): 125 (1993),1993,Ericaceae,0,Mary Ann Cronin & Michael Cronin,2,1871,1974,1871–1974,"botanist, botanical collector",,1,0,Australia,Q106532140,,http://www.wikidata.org/entity/Q106532140,,https://www.biodiversitylibrary.org/page/53276258,1,"The genus is named in honour of Michael and Mary Cronin (father and daughter) who farmed near Dumbleyung from the early 1880's. They collected botanical specimens for Ferdinand Mueller from many different areas between Perth and Albany and eastwards to the goldfields (Diels in Carr 1981, Hamersley 1981 ).",No English Wikipedia article,https://bionomia.net/Q106532140
194,Csapodya,Q15963895,http://www.wikidata.org/entity/Q15963895,60435724-2,https://www.ipni.org/n/60435724-2,wfo-4000009946,https://list.worldfloraonline.org/wfo-4000009946,Synonym of Deppea Schltdl. & Cham.,synonym of Deppea Schltdl. & Cham.,Borhidi,Q548434,,,,,http://www.wikidata.org/entity/Q548434,,,,,Hungary,M,0,1,Acta Bot. Hung. 46(1-2): 82 (-85) (2004),2004,Rubiaceae,0,Vera Csapody & István Csapody,2,1890,1985,1890–1985,"botanist, author, botanical illustrator",,1,0,Hungary,Q870700,,http://www.wikidata.org/entity/Q870700,,https://akjournals.com/view/journals/034/46/1-2/article-p77.xml,1,"Nomen genericum in honorem Verae Csapody botanicae Hungaricae studiosissimae, in plantis germinantibus expertissimae atque in illustratione florae Europae Mediae et Meridionali-Orientalis excellentissimae, atque in honorem István Csapody botanici Hungarici et ingenieri forestalis illustrissimi in protectione naturae laboriosissimi et in humanis splendidissimi dedicavi.",https://en.wikipedia.org/wiki/Vera_Csapody,https://bionomia.net/Q870700
195,Cullmannia,Q30320414,http://www.wikidata.org/entity/Q30320414,295908-2,https://www.ipni.org/n/295908-2,wfo-4000010026,https://list.worldfloraonline.org/wfo-4000010026,Synonym of Peniocereus (A.Berger) Britton & Rose,synonym of Peniocereus (A.Berger) Britton & Rose,Distefano,Q22963622,,,,,http://www.wikidata.org/entity/Q22963622,,,,,Italy,M,0,1,Kakteen And. Sukk. 7: 8 (1956),1956,Cactaceae,0,Paula Cullmann & Willy (Wilhelm) Cullmann,2,unknown,2001,unknown–2001,horticulturist? (wife of horticulturalist Willy Cullmann),,1,0,Germany,Q115663464,,http://www.wikidata.org/entity/Q115663464,,https://www.cactuspro.com/lecture/Kakteen-und-andere-Sukkulenten/Kakteen-und-andere-Sukkulenten-1956-1/page-8.de.html,1,Hoc studium et haec planta dicata sunt Doctori Gulielmo Cullmannio (Willy Cullmann) et suae Uxori Marktheidenfeldibus (Marktheidenfeld est Urbs Germaniae) in occasionem eorum salutationes Catanae in Septembri Anni MCMLIV.,No English Wikipedia article,Not in Bionomia
196,Cummingia,Q87205691,http://www.wikidata.org/entity/Q87205691,19454-1,https://www.ipni.org/n/19454-1,wfo-4000010039,https://list.worldfloraonline.org/wfo-4000010039,Synonym of Conanthera Ruiz & Pav.,synonym of Conanthera Ruiz & Pav.,D.Don,Q1174244,,,,,http://www.wikidata.org/entity/Q1174244,,,,,UK,M,0,1,Brit. Fl. Gard. [Sweet] 3: t. 257 (1828),1828,Tecophilaeaceae,0,Eliza Maria Gordon-Cumming,1,1795,1842,1795–1842,"aristocrat, horticulturalist, palaeontologist",,1,0,UK,Q46152119,,http://www.wikidata.org/entity/Q46152119,,https://www.biodiversitylibrary.org/page/53299179,1,"The genus is named in compliment to Lady Gordon Cumming, whose attachment to the science of Botany justly entitles her to this distinction.",https://en.wikipedia.org/wiki/Eliza_Maria_Gordon-Cumming,Not in Bionomia
197,Cunigunda,Q109247536,http://www.wikidata.org/entity/Q109247536,330055-2,https://www.ipni.org/n/330055-2,wfo-4100003084,https://list.worldfloraonline.org/wfo-4100003084,Synonym of Eupatorium L.,synonym of Eupatorium L.,Bubani,Q684026,,,,,http://www.wikidata.org/entity/Q684026,,,,,Italy,M,0,1,Fl. Pyren. (Bubani) 2: 273 (1899),1899,Asteraceae,0,Cunigunde of Luxembourg,1,978,1039,978–1039,"nobility, saint",,1,0,Luxembourg,Q61620,,http://www.wikidata.org/entity/Q61620,,https://www.biodiversitylibrary.org/page/10609507,1,quod Cuningundam deciret libuit,https://en.wikipedia.org/wiki/Cunigunde_of_Luxembourg,Not in Bionomia
198,Cunina,Q87273862,http://www.wikidata.org/entity/Q87273862,34445-1,https://www.ipni.org/n/34445-1,wfo-4000010045,https://list.worldfloraonline.org/wfo-4000010045,Synonym of Nertera Banks ex Gaertn.,synonym of Nertera Banks ex Gaertn.,Clos,Q3035078,,,,,http://www.wikidata.org/entity/Q3035078,,,,,France,M,0,1,"Fl. Chil. [Gay] 3(2): 201, t. 34 (1848)",1848,Rubiaceae,0,Cunina,1,,,n/a,Roman goddess of young infants,,0,1,,Q3007560,,http://www.wikidata.org/entity/Q3007560,,https://www.biodiversitylibrary.org/page/16443881,1,La palabra Cunina es el nombre que dieron los Romanos a la divinidad tutelaria de los niños todavía en la cuna.,No English Wikipedia article,Mythical person
199,Cussetia,Q16546587,http://www.wikidata.org/entity/Q16546587,77074750-1,https://www.ipni.org/n/77074750-1,wfo-4000010127,https://list.worldfloraonline.org/wfo-4000010127,Accepted,accepted,M.Kato,Q18986087,,,,,http://www.wikidata.org/entity/Q18986087,,,,,Japan,M,0,1,Acta Phytotax. Geobot. 57(1): 15 (-16) (2006),2006,Podostemaceae,0,Colette Cusset & Gérard Henri Jean Cusset,2,1944,current,1944–current,"botanist, botanical collector",,1,0,France,Q5641125,,http://www.wikidata.org/entity/Q5641125,,https://doi.org/10.18942/apg.KJ00004622842,1,The generic name Cussetia is dedicated to C. Cusset and G. Cusset who greatly contributed to the taxonomy and biogeographyof the Podostemaceae worldwide.,No English Wikipedia article,Not in Bionomia
200,Cuttsia,Q5197021,http://www.wikidata.org/entity/Q5197021,37000-1,https://www.ipni.org/n/37000-1,wfo-4000010134,https://list.worldfloraonline.org/wfo-4000010134,Accepted,accepted,F.Muell.,Q708002,,,,,http://www.wikidata.org/entity/Q708002,,,,,Germany/Australia,M,0,1,Fragm. 5: 47 (1865),1865,Rousseaceae,0,Jane Cutts,1,1836,1891,1836–1891,wife of physician William Henry Cutts,,1,0,"UK, Australia",Q106863965,,http://www.wikidata.org/entity/Q106863965,,https://www.biodiversitylibrary.org/page/761762,1,"Plantam Quintiniae aliquotenus approximantem, a Saxifrageis ad Celastrineas transitum parantem dicavi praeclarae J. Cutts, thesauro expeditionis dominarum, quae sortem Leichhardtii demonstrabit, praepositae.",No English Wikipedia article,Not in Bionomia
201,Cybele,Q111845734,http://www.wikidata.org/entity/Q111845734,29169-1,https://www.ipni.org/n/29169-1,wfo-4000010222,https://list.worldfloraonline.org/wfo-4000010222,Unplaced,synonym of Stenocarpus R.Br.; nom. utique rej.,Salisb. ex Knight,Q6284642,,,,,http://www.wikidata.org/entity/Q6284642,,,,,UK,M,0,1,Cult. Prot.: 123 (1809),1809,Proteaceae,0,Cybele,1,,,n/a,Anatolian mother goddess,,0,1,,Q188236,,http://www.wikidata.org/entity/Q188236,,https://ia802809.us.archive.org/15/items/oncultivationpl00kniggoog/oncultivationpl00kniggoog.pdf,1,The poetic name of Cybele is given to this genus.,https://en.wikipedia.org/wiki/Cybele,Mythical person
202,Cybelion,Q87305838,http://www.wikidata.org/entity/Q87305838,29170-1,https://www.ipni.org/n/29170-1,wfo-4000010223,https://list.worldfloraonline.org/wfo-4000010223,Synonym of Ionopsis Kunth,synonym of Ionopsis Kunth,Spreng.,Q62829,,,,,http://www.wikidata.org/entity/Q62829,,,,,Germany,M,0,1,"Syst. Veg., ed. 16 [Sprengel] 3: 679, 721 (1826)",1826,Orchidaceae,0,Cybele,1,,,n/a,Anatolian mother goddess,,0,1,,Q188236,,http://www.wikidata.org/entity/Q188236,,https://www.biodiversitylibrary.org/page/793031,0,Not explained in original publication,https://en.wikipedia.org/wiki/Cybele,Mythical person
