id,genus-name,genus-qid,genus-qid-url,genus-ipni-id,genus-ipni-id-url,genus-wfo-id,genus-wfo-id-url,genus-wfo-status,genus-powo-status,author-std-abbreviation,author1-qid,author2-qid,author3-qid,author4-qid,author5-qid,author1-qid-url,author2-qid-url,author3-qid-url,author4-qid-url,author5-qid-url,author-country,author-gender,author-female-flag,author-count,protologue-reference,protologue-pub-year,family-name-wfo,eponymy-derived-indirectly,eponymy-name,eponymy-count,eponymy-yob,eponymy-yod,eponymy-lifespan,eponymy-occupation,eponymy-author-relationship,eponymy-is-real,eponymy-is-mythical,eponymy-country,eponymy1-qid,eponymy2-qid,eponymy1-qid-url,eponymy2-qid-url,protologue-url,protologue-eponymy-stated,protologue-dedication-text,eponymy-wikipedia-url,eponymy-bionomia-url
379,Iocaste,Q115749596,http://www.wikidata.org/entity/Q115749596,60463189-2,https://www.ipni.org/n/60463189-2,wfo-4000019117,https://list.worldfloraonline.org/wfo-4000019117,Synonym of Phymaspermum Less.,"synonym of Phymaspermum Less., nom. illeg. nom. superfl.",E.Mey. ex Harv.,Q1378128,,,,,http://www.wikidata.org/entity/Q1378128,,,,,Ireland,M,0,1,Fl. Cap. (Harvey) 3: 160 (1865),1865,Asteraceae,0,"Iocaste (Iokaste, Jocaste)",1,,,n/a,mythological figure (Greek mythology),,0,1,,Q131445,,http://www.wikidata.org/entity/Q131445,,https://www.biodiversitylibrary.org/page/699985,1,mythological,https://en.wikipedia.org/wiki/Jocasta,Mythical person
380,Iogeton,Q6062358,http://www.wikidata.org/entity/Q6062358,956822-1,https://www.ipni.org/n/956822-1,wfo-4000019127,https://list.worldfloraonline.org/wfo-4000019127,Accepted,accepted,Strother,Q5933388,,,,,http://www.wikidata.org/entity/Q5933388,,,,,USA,M,0,1,Syst. Bot. Monogr. 33: 20 (1991),1991,Asteraceae,0,Io,1,,,n/a,mythical figure (nymph),,0,1,,Q179014,,http://www.wikidata.org/entity/Q179014,,https://www.jstor.org/stable/25027802,1,The name is taken from Io (Greek; a goddess associated with rivers) plus -geton (Greek; neighbor) and refers to the asociation of the plants with streams.,https://en.wikipedia.org/wiki/Io_(mythology),Mythical person
381,Ione,Q5919994,http://www.wikidata.org/entity/Q5919994,29733-1,https://www.ipni.org/n/29733-1,wfo-4000019133,https://list.worldfloraonline.org/wfo-4000019133,Synonym of Bulbophyllum Thouars,synonym of Bulbophyllum Thouars,Lindl.,Q378629,,,,,http://www.wikidata.org/entity/Q378629,,,,,UK,M,0,1,Fol. Orchid. 2(Ione): [1] (1853),1853,Orchidaceae,0,Io,1,,,n/a,mythical figure (nymph),,0,1,,Q179014,,http://www.wikidata.org/entity/Q179014,,https://www.biodiversitylibrary.org/page/35637939,0,Not explained in original publication,https://en.wikipedia.org/wiki/Io_(mythology),Mythical person
382,Ionidium,Q16179212,http://www.wikidata.org/entity/Q16179212,30001790-2,https://www.ipni.org/n/30001790-2,wfo-4000019135,https://list.worldfloraonline.org/wfo-4000019135,Synonym of Hybanthus Jacq.,synonym of Hybanthus Jacq.,Vent.,Q290065,,,,,http://www.wikidata.org/entity/Q290065,,,,,France,M,0,1,Jard. Malmaison ad t. 27 (1803),1803,Violaceae,0,Io,1,,,n/a,mythical figure (nymph),,0,1,,Q179014,,http://www.wikidata.org/entity/Q179014,,https://www.biodiversitylibrary.org/page/43441936,1,Le genre Ionidium renferme plusieurs espèces dont la plupart avoient été rapportées au genre Viola.,https://en.wikipedia.org/wiki/Io_(mythology),Mythical person
383,Iphigenia,Q7462749,http://www.wikidata.org/entity/Q7462749,331217-2,https://www.ipni.org/n/331217-2,wfo-4000019149,https://list.worldfloraonline.org/wfo-4000019149,Accepted,accepted,Kunth,Q77074,,,,,http://www.wikidata.org/entity/Q77074,,,,,Germany,M,0,1,Enum. Pl. 4: 212 (1843),1843,Colchicaceae,0,Iphigenia,1,,,n/a,mythological figure (Greek mythology),,0,1,,Q192673,,http://www.wikidata.org/entity/Q192673,,https://www.biodiversitylibrary.org/page/42518158,1,Filia Agamemni.,https://en.wikipedia.org/wiki/Iphigenia,Mythical person
384,Iphigeniopsis,Q87155308,http://www.wikidata.org/entity/Q87155308,24387-1,https://www.ipni.org/n/24387-1,wfo-4000019151,https://list.worldfloraonline.org/wfo-4000019151,Synonym of Camptorrhiza Hutch.,synonym of Camptorrhiza Hutch.,Buxb.,Q78998,,,,,http://www.wikidata.org/entity/Q78998,,,,,Austria,M,0,1,"Bot. Arch. 38: 228, 264 (1936)",1936,Colchicaceae,1,Iphigenia,1,,,n/a,mythological figure (Greek mythology),,0,1,,Q192673,,http://www.wikidata.org/entity/Q192673,,,1,"Es erscheint mir daher notwendig, eine neue Gattung aufzustellen, die ich, um der bisherigen Vereinigung mit Iphigenia Rechnung zu tragen, als Iphigeniopsis bezeichnen will.",https://en.wikipedia.org/wiki/Iphigenia,Mythical person
385,Irenea,Q87305451,http://www.wikidata.org/entity/Q87305451,77103985-1,https://www.ipni.org/n/77103985-1,wfo-4000019171,https://list.worldfloraonline.org/wfo-4000019171,Synonym of Cyrtochilum Kunth,synonym of Cyrtochilum Kunth,"Szlach., Mytnik, Górniak & Romowicz",Q2624334,Q19616311,Q20015362,Q21395603,,http://www.wikidata.org/entity/Q2624334,http://www.wikidata.org/entity/Q19616311,http://www.wikidata.org/entity/Q20015362,http://www.wikidata.org/entity/Q21395603,,"Poland, Poland, Poland, Poland",MFMF,1,4,Biodivers. Res. Conserv. 1-2: 5 (2006),2006,Orchidaceae,0,Irene Bock,1,unknown,unknown,fl. 1986,"botanist, editor",,1,0,Germany,Q18983144,,http://www.wikidata.org/entity/Q18983144,,"http://brc.amu.edu.pl/-Siederella-Szlach-al-and-Irenea-Szlach-al-new-genera-of-the-tribe-Oncidieae-Orchidaceae,121533,0,2.html",1,"Dedicated to Mrs. Irene Bock, the Editor of the German journal Die Orchidee.",No English Wikipedia article,Not in Bionomia
386,Iris,Q156901,http://www.wikidata.org/entity/Q156901,326330-2,https://www.ipni.org/n/326330-2,wfo-4000019189,https://list.worldfloraonline.org/wfo-4000019189,Accepted,accepted,Tourn. ex L.,Q1043,,,,,http://www.wikidata.org/entity/Q1043,,,,,Sweden,M,0,1,Sp. Pl. 1: 38 (1753),1753,Iridaceae,0,Iris,1,,,n/a,Greek goddess,,0,1,,Q184570,,http://www.wikidata.org/entity/Q184570,,https://www.biodiversitylibrary.org/page/358059,0,Not explained in original publication,https://en.wikipedia.org/wiki/Iris_(mythology),Mythical person
387,Isabelcristinia,Q93769019,http://www.wikidata.org/entity/Q93769019,77196941-1,https://www.ipni.org/n/77196941-1,wfo-4100001038,https://list.worldfloraonline.org/wfo-4100001038,Accepted,accepted,"L.P. Felix, Christenhuz & E.M Almeida",Q21512780,Q9026433,Q36544403,,,http://www.wikidata.org/entity/Q21512780,http://www.wikidata.org/entity/Q9026433,http://www.wikidata.org/entity/Q36544403,,,"Brazil, Netherlands, Brazil",MMM,0,3,Phytotaxa 400(4): 220 (2019),2019,Linderniaceae,0,Isabel Cristina Sobreira Machado,1,1957,current,1957–current,botanist,,1,0,Brazil,Q90708533,,http://www.wikidata.org/entity/Q90708533,,https://doi.org/10.11646/phytotaxa.400.4.1,1,"Named in honour of Professor Isabel Cristina Sobreira Machado of the Federal University of Pernambuco (UFPE), Recife, Brazil. She has been coordinating studies on the reproductive biology and speciation in Ameroglossum and contributing to the discovery of this new genus.",No English Wikipedia article,https://bionomia.net/0000-0001-5015-2393
388,Isabelia,Q2603754,http://www.wikidata.org/entity/Q2603754,29743-1,https://www.ipni.org/n/29743-1,wfo-4000019202,https://list.worldfloraonline.org/wfo-4000019202,Accepted,accepted,Barb.Rodr.,Q45374,,,,,http://www.wikidata.org/entity/Q45374,,,,,Brazil,M,0,1,Gen. Sp. Orchid. 1: 75 (1877),1877,Orchidaceae,0,"Isabel, Princess Imperial of Brazil",1,1846,1921,1846–1921,Princess Imperial of the Empire of Brazil,,1,0,Brazil,Q464449,,http://www.wikidata.org/entity/Q464449,,https://www.biodiversitylibrary.org/page/407701,1,"Le nom generique que je propose est un tribut de reconnaissance que je paie a 1'auguste protectrice dc la science et de la floriculture, Son Altesse Imperiale D. Isabel, Comtesse d'Eu.",https://en.wikipedia.org/wiki/Iris_(mythology),Not in Bionomia
389,Isaura,Q111591668,http://www.wikidata.org/entity/Q111591668,3444-1,https://www.ipni.org/n/3444-1,wfo-4000019215,https://list.worldfloraonline.org/wfo-4000019215,Synonym of Stephanotis Thouars,synonym of Stephanotis Thouars,Comm. ex Poir.,Q966539,,,,,http://www.wikidata.org/entity/Q966539,,,,,France,M,0,1,Encycl. [J. Lamarck & al.] Suppl. 3. 185 (1813),1813,Apocynaceae,0,Clémence Isaure,1,unknown,unknown,unknown,medieval lady credited for restoring the Academy of Floral Games in Toulouse and leaving funds for prizes,,1,0,France,Q2980546,,http://www.wikidata.org/entity/Q2980546,,https://www.biodiversitylibrary.org/page/738344,0,Not explained in original publication,https://en.wikipedia.org/wiki/Cl%C3%A9mence_Isaure,Not in Bionomia
390,Ischarum,Q111597875,http://www.wikidata.org/entity/Q111597875,2823-1,https://www.ipni.org/n/2823-1,wfo-4000019219,https://list.worldfloraonline.org/wfo-4000019219,Synonym of Biarum Schott,synonym of Biarum Schott,(Blume) Rchb.,Q76816,Q58053,,,,http://www.wikidata.org/entity/Q76816,http://www.wikidata.org/entity/Q58053,,,,Germany,MM,0,1,Deut. Bot. Herb.-Buch 32. (1841),1841,Araceae,1,Ishara,1,,,n/a,Hittite goddess,,0,1,,Q1276575,,http://www.wikidata.org/entity/Q1276575,,https://www.biodiversitylibrary.org/page/41039936,1,Sectio II. - Orientalia sive Ischara,https://en.wikipedia.org/wiki/Ishara,Mythical person
391,Ismene,Q6085039,http://www.wikidata.org/entity/Q6085039,326504-2,https://www.ipni.org/n/326504-2,wfo-4000019252,https://list.worldfloraonline.org/wfo-4000019252,Accepted,accepted,Salisb. ex Herb.,Q954928,,,,,http://www.wikidata.org/entity/Q954928,,,,,UK,MM,0,1,Appendix [Herbert]: 45 (1821),1821,Amaryllidaceae,0,Ismene,1,,,n/a,mythological figure (princess of Thebes),,0,1,,Q753902,,http://www.wikidata.org/entity/Q753902,,https://books.google.co.uk/books?id=f0saAAAAYAAJ&printsec=frontcover&dq=Herbert+Appendix+1821&source=bl&ots=7gNA23gwPd&sig=uerr5JrKoxEF43pvaWZJ6DJrfas&hl=en&ei=XmavTcuBK8rz0gHC0ICsCw&sa=X&oi=book_result&ct=result&sqi=2&redir_esc=y#v=onepage&q&f=false,0,Not explained in original publication,https://en.wikipedia.org/wiki/Ismene,Mythical person
392,Janakia,Q87137303,http://www.wikidata.org/entity/Q87137303,3448-1,https://www.ipni.org/n/3448-1,wfo-4000019491,https://list.worldfloraonline.org/wfo-4000019491,Synonym of Decalepis Wight & Arn.,synonym of Decalepis Wight & Arn.,J.Joseph & V.Chandras.,Q21516270,Q21508206,,,,http://www.wikidata.org/entity/Q21516270,http://www.wikidata.org/entity/Q21508206,,,,"UNKNOWN, India",MM,0,2,J. Indian Bot. Soc. 57(4): 308 (1978),1978,Apocynaceae,0,Edavaleth Kakkath Janaki Ammal,1,1897,1984,1897–1984,botanist,,1,0,India,Q4794782,,http://www.wikidata.org/entity/Q4794782,,,1,The genus is dedicated to Dr E.K. Janaki Anmal for her valuable contribution to Botany.,https://en.wikipedia.org/wiki/Janaki_Ammal,https://bionomia.net/Q4794782
393,Janasia,Q108540369,http://www.wikidata.org/entity/Q108540369,673-1,https://www.ipni.org/n/673-1,wfo-4000019492,https://list.worldfloraonline.org/wfo-4000019492,Synonym of Phlogacanthus Nees,synonym of Phlogacanthus Nees,Raf.,Q364857,,,,,http://www.wikidata.org/entity/Q364857,,,,,France/USA,M,0,1,Fl. Tellur. 4: 63 (1838),1838,Acanthaceae,0,Ianassa,1,,,n/a,"mythical figure (nymph, Nereid; Greek mythology)",,0,1,,Q12900353,,http://www.wikidata.org/entity/Q12900353,,https://www.biodiversitylibrary.org/page/7430557,1,nymph,https://en.wikipedia.org/wiki/Ianassa_(mythology),Mythical person
394,Jocaste,Q108530401,http://www.wikidata.org/entity/Q108530401,24396-1,https://www.ipni.org/n/24396-1,wfo-4100003090,https://list.worldfloraonline.org/wfo-4100003090,Synonym of Maianthemum F.H.Wigg.,synonym of Maianthemum F.H.Wigg.,Kunth,Q77074,,,,,http://www.wikidata.org/entity/Q77074,,,,,Germany,M,0,1,Enum. Pl. 5: 154 (1850),1850,Asparagaceae,0,Jocasta,1,,,n/a,mythological figure (queen of Thebes),,0,1,,Q131445,,http://www.wikidata.org/entity/Q131445,,https://www.biodiversitylibrary.org/page/7425885,1,"Jocaste, Cadmi uxor.",https://en.wikipedia.org/wiki/Jocasta,Mythical person
395,Josephinia,Q9013425,http://www.wikidata.org/entity/Q9013425,31842-1,https://www.ipni.org/n/31842-1,wfo-4000019619,https://list.worldfloraonline.org/wfo-4000019619,Synonym of Sesamum L.,synonym of Sesamum L.,Vent.,Q290065,,,,,http://www.wikidata.org/entity/Q290065,,,,,France,M,0,1,Jard. Malmaison 2(pt. 12): t. 67 (1804),1804,Pedaliaceae,0,Joséphine de Beauharnais,1,1763,1814,1763–1814,"royalty (Empress of the French, first wife of Napoleon), art collector, drawer",,1,0,France,Q171480,,http://www.wikidata.org/entity/Q171480,,https://www.biodiversitylibrary.org/page/43518496,1,"(i) L'honneur de dédier un genre à l'auguste Impératrice des Français, devoit être ambitionné par l'auteur du Jardin de la Malmaison.",https://en.wikipedia.org/wiki/Empress_Jos%C3%A9phine,Not in Bionomia
396,Joycea,Q2507019,http://www.wikidata.org/entity/Q2507019,989884-1,https://www.ipni.org/n/989884-1,wfo-4000019629,https://list.worldfloraonline.org/wfo-4000019629,Synonym of Rytidosperma Steud.,synonym of Rytidosperma Steud.,H.P.Linder,Q5891921,,,,,http://www.wikidata.org/entity/Q5891921,,,,,Switzerland,M,0,1,Telopea 6(4): 611 (1996),1996,Poaceae,0,Joyce Winifred Vickery,1,1908,1979,1908–1979,"botanist, botanical collector, conservationist",,1,0,Australia,Q6297664,,http://www.wikidata.org/entity/Q6297664,,https://www.biodiversitylibrary.org/page/57915157,1,"[...] a new genus, named Joycea after Joyce Vickery, who did such excellent work on the Australian grasses.",https://en.wikipedia.org/wiki/Joyce_Winifred_Vickery,https://bionomia.net/Q6297664
397,Juno,Q16062826,http://www.wikidata.org/entity/Q16062826,20388-1,https://www.ipni.org/n/20388-1,wfo-4000019725,https://list.worldfloraonline.org/wfo-4000019725,Synonym of Iris L.,synonym of Iris Tourn. ex L.,Tratt.,Q698461,,,,,http://www.wikidata.org/entity/Q698461,,,,,Austria,M,0,1,Auswahl Gartenpflanzen 1: 135 (1821),1821,Iridaceae,0,Juno,1,,,n/a,ancient Roman goddess,,0,1,,Q125046,,http://www.wikidata.org/entity/Q125046,,https://www.google.de/books/edition/Auswahl_vorz%C3%BCglich_sch%C3%B6ner_seltener_be/Pz9RAAAAcAAJ?hl=de&gbpv=1&pg=PA134&printsec=frontcover,1,"Ich wage es hier, eine neue Gattung zu stiften, die wenigstens eben so gut von Iris, als [...] von [...] verschieden ist [...] Ich glaubte für diese neue Gattung auch einen analogen Nahmen erwählen zu müssen, und fand es sehr angemessen, daß die Königin des poetischen Himmels in einer prachtvollen Gattung verehrt werden müsse, wenn schon ihre Zofe, der Iris so artige Blumen die Cour machen [...]",https://en.wikipedia.org/wiki/Juno_(mythology),Mythical person
398,Juttadinteria,Q143776,http://www.wikidata.org/entity/Q143776,16225-1,https://www.ipni.org/n/16225-1,wfo-4000019752,https://list.worldfloraonline.org/wfo-4000019752,Accepted,accepted,Schwantes,Q78016,,,,,http://www.wikidata.org/entity/Q78016,,,,,Germany,M,0,1,Z. Sukkulentenk. 2: 182 (1926),1926,Aizoaceae,0,Jutta Dinter,1,1871,1949,1871–1949,botanical collector,wife of author's friend Prof. K. Dinter,1,0,Germany,Q104987924,,http://www.wikidata.org/entity/Q104987924,,https://www.cactuspro.com/lecture/ZfS/ZfS-1925-26-11/page-10.de.html,1,"Ich benenne die Gattung nach Frau Jutta Dinter,der verdienstvollen und hoch verehrten Gattin meines Freundes Prof. K. Dinter, der sämtliche übrigen Arten 1922 entdeckte.",No English Wikipedia article,https://bionomia.net/Q104987924
399,Kablikia,Q108422626,http://www.wikidata.org/entity/Q108422626,32802-1,https://www.ipni.org/n/32802-1,wfo-4000019754,https://list.worldfloraonline.org/wfo-4000019754,Synonym of Primula L.,synonym of Primula L.,Opiz,Q55069871,,,,,http://www.wikidata.org/entity/Q55069871,,,,,Czech Republic,M,0,1,Oekon.-Techn. Fl. Böhm. [Berchtold & al.] 2(2): 215-216 (1839),1839,Primulaceae,0,Josephine Kablick,1,1787,1863,1787–1863,"botanist, botanical collector, palaeontologist",friend of the author,1,0,Czech Republic,Q4206707,,http://www.wikidata.org/entity/Q4206707,,,1,"Zum Andenken an meine schätzbare Freundin Frau Josephine Kablik, Apothekerin zu Hohenelbe am Fuße des Riesengebirges, welche mit unermüdlichem Eifer dieses Hochgebirge durchforschet, bereits mehrere neue Pflanzen entdeckte, und durch die so schön getrockneten Gewächse dieses Gebirges viele Sammlungen zieret. Sie besitzt eine ausgezeichnet schöne Pflanzen-, so wie eine eben so schöne und sehr vollständige, vaterländische, ornithologische Sammlung, deren Ansicht jeden Kenner erfreuen wird. [To the memory of my estimated friend Mrs. Josephine Kablik, apothecary in Hohenelbe at the foot of the Riesengebirge, who searches these mountains with tireless enthusiasm, already discovered several new plants, and whose beautifully dried specimens from this mountain area grace many collections. She possesses an excellent collection of plants, as well as an equally beautiful and very complete ornithological collection from her native country, which will please every connoisseur.]",https://en.wikipedia.org/wiki/Josephine_Kablick,https://bionomia.net/Q4206707
400,Kabuyea,Q18332822,http://www.wikidata.org/entity/Q18332822,1004849-1,https://www.ipni.org/n/1004849-1,wfo-4000019757,https://list.worldfloraonline.org/wfo-4000019757,Accepted,accepted,Brummit,Q372403,,,,,http://www.wikidata.org/entity/Q372403,,,,,UK,M,0,1,Kew Bull. 53(4): 771 (1998),1998,Tecophilaeaceae,0,Christine H. Sophie Kabuye,1,1938,current,1938–current,botanist,,1,0,Uganda,Q18986021,,http://www.wikidata.org/entity/Q18986021,,https://doi.org/10.2307/4118869,1,"The genus is named after Christine H. S. Kabuye, who retired as Botanist-in-Charge of the East African Herbarium, Nairobi, in 1995, in appreciation of her services to African botany over many years.",No English Wikipedia article,Not in Bionomia
401,Kaisupeea,Q17692388,http://www.wikidata.org/entity/Q17692388,20002450-1,https://www.ipni.org/n/20002450-1,wfo-4000019776,https://list.worldfloraonline.org/wfo-4000019776,Accepted,accepted,B.L.Burtt,Q3286276,,,,,http://www.wikidata.org/entity/Q3286276,,,,,UK,M,0,1,Nordic J. Bot. 21(2): 116 (2001),2001,Gesneriaceae,0,Supee Saksuwan Larsen & her husband Kai Larsen,2,1939,current,1939–current,botanist,,1,0,"Thailand, Denmark",Q6135641,,http://www.wikidata.org/entity/Q6135641,,https://doi.org/10.1111/j.1756-1051.2001.tb01345.x,1,"Kai and Supee Larsen have done an immense amount of good work for Thai botanists, Thai botany and the Flora of Thailand. and they have always encouraged the work on Gesneriaceae. The account for the Flora has not progressed as quickly as I, or they, may have wished, but the recognition of a new genus, of which the two new species have resulted from their discoveries, provides a unique opportunity of saying 'thank you' with a generic name that links theirs. I have called this genus (with their permission) Kaisupeea.",No English Wikipedia article,Not in Bionomia
402,Karina,Q5411630,http://www.wikidata.org/entity/Q5411630,16604-1,https://www.ipni.org/n/16604-1,wfo-4000019849,https://list.worldfloraonline.org/wfo-4000019849,Accepted,accepted,Boutique,Q2883140,,,,,http://www.wikidata.org/entity/Q2883140,,,,,Belgium,M,0,1,Bull. Jard. Bot. Natl. Belg. 41(2): 261 (1971),1971,Gentianaceae,0,Karin Tanguy,1,unknown,unknown,unknown,unknown,"granddaughter of the author, Raymond Boutique (1906–1985)",1,0,,Q108422361,,http://www.wikidata.org/entity/Q108422361,,https://doi.org/10.2307/3667636,1,"[...] nous le dedions a notre petite-fille, Karin Tanguy",No English Wikipedia article,Not in Bionomia
403,Karinia,Q15940276,http://www.wikidata.org/entity/Q15940276,975802-1,https://www.ipni.org/n/975802-1,wfo-4000019850,https://list.worldfloraonline.org/wfo-4000019850,Synonym of Scirpoides Ség.,synonym of Scirpoides Ség.,Reznicek & McVaugh,Q21607150,Q2063048,,,,http://www.wikidata.org/entity/Q21607150,http://www.wikidata.org/entity/Q2063048,,,,"USA, USA",MM,0,2,Fl. Novo-Galiciana 13: 386 (1993),1993,Cyperaceae,0,Karin Mechthild Douthit,1,1926,current,1926–current,scientific and botanical illustrator,,1,0,USA,Q108422195,,http://www.wikidata.org/entity/Q108422195,,,1,"The name of the new genus honors Karin Douthit, the artist who has made such a distinguished contribution to the Flora Novo-Galiciana.",No English Wikipedia article,Not in Bionomia
404,Katherinea,Q87214408,http://www.wikidata.org/entity/Q87214408,29771-1,https://www.ipni.org/n/29771-1,wfo-4000019869,https://list.worldfloraonline.org/wfo-4000019869,Synonym of Bulbophyllum Thouars,synonym of Bulbophyllum Thouars,A.D.Hawkes,Q5665995,,,,,http://www.wikidata.org/entity/Q5665995,,,,,USA,M,0,1,Lloydia 19: 94 (1956),1956,Orchidaceae,0,Katherine H. Chatham,1,unknown,unknown,unknown,unknown,mother of author,1,0,,Q108422102,,http://www.wikidata.org/entity/Q108422102,,,1,"The new name is bestowed in honour of Katherine H. Chatham, the writer's mother, who for more than fifteen years has assiduously aided and encouraged him in his studies of the orchid family.",No English Wikipedia article,Not in Bionomia
405,Kellochloa,Q106990985,http://www.wikidata.org/entity/Q106990985,77151968-1,https://www.ipni.org/n/77151968-1,wfo-4000046342,https://list.worldfloraonline.org/wfo-4000046342,Accepted,accepted,"Lizarazu, Nicola & Scataglini",Q26714096,Q26712946,Q26714317,,,http://www.wikidata.org/entity/Q26714096,http://www.wikidata.org/entity/Q26712946,http://www.wikidata.org/entity/Q26714317,,,"Argentina, Argentina, Argentina",FFF,1,3,Pl. Syst. Evol. 301(9): 2256 (2015),2015,Poaceae,0,Elizabeth A. 'Toby' Kellogg,1,1951,current,1951–current,"botanist, botanical collector",,1,0,USA,Q19636747,,http://www.wikidata.org/entity/Q19636747,,Phylogenetic analysis and taxonomic position of section Verrucosa of Panicum and its relationship with taxa of the Sacciolepis–Trichanthecium clade (Poaceae: Panicoideae: Paniceae),1,"We are pleased to name this new genus after Dr. Elizabeth A. Kellogg, who has contributed significantly to the knowledge of grasses; also, Dr. Kellogg did a great and wonderful job helping so many young students of our institution.",https://en.wikipedia.org/wiki/Elizabeth_Anne_Kellogg,https://bionomia.net/0000-0003-1671-7447
406,Kemulariella,Q6387180,http://www.wikidata.org/entity/Q6387180,9573-1,https://www.ipni.org/n/9573-1,wfo-4000019912,https://list.worldfloraonline.org/wfo-4000019912,Accepted,accepted,Tamamsch.,Q6132455,,,,,http://www.wikidata.org/entity/Q6132455,,,,,Russia,F,1,1,Fl. URSS 25: 580 (1959),1959,Asteraceae,0,Liubov Kemularia-Nathadze,1,1891,1985,1891–1985,botanist,,1,0,Georgia,Q5977319,,http://www.wikidata.org/entity/Q5977319,,,0,"Not explained in original publication, but based on Calimeris DC. p.p.",https://en.wikipedia.org/wiki/Liubov_Kemularia-Nathadze,https://bionomia.net/Q5977319
407,Kensitia,Q15883449,http://www.wikidata.org/entity/Q15883449,16226-1,https://www.ipni.org/n/16226-1,wfo-4000019921,https://list.worldfloraonline.org/wfo-4000019921,Synonym of Erepsia N.E.Br.,synonym,Fedde,Q87035,,,,,http://www.wikidata.org/entity/Q87035,,,,,Germany,M,0,1,Repert. Spec. Nov. Regni Veg. 48: 11 (1940),1940,Aizoaceae,0,Louisa Bolus,1,1877,1970,1877–1970,"botanist, botanical collector, scientific illustrator",,1,0,South Africa,Q63764,,http://www.wikidata.org/entity/Q63764,,,0,"Not explained in original publication, but complicated renaming of ""Mesymbranthemum Pillansii Kensit, Bot. Mag. 8703""",https://en.wikipedia.org/wiki/Louisa_Bolus,https://bionomia.net/Q63764
408,Keraymonia,Q10314216,http://www.wikidata.org/entity/Q10314216,893460-1,https://www.ipni.org/n/893460-1,wfo-4000019943,https://list.worldfloraonline.org/wfo-4000019943,Accepted,accepted,Farille,Q18984591,,,,,http://www.wikidata.org/entity/Q18984591,,,,,France,M,0,1,Candollea 40(2): 528 (1985),1985,Apiaceae,0,Monique Keraudren-Aymonin,1,1928,1981,1928–1981,"botanist, botanical collector",,1,0,France,Q10331852,,http://www.wikidata.org/entity/Q10331852,,,0,Not explained in original publication,https://en.wikipedia.org/wiki/Monique_Keraudren,https://bionomia.net/Q10331852
409,Kethosia,Q115749639,http://www.wikidata.org/entity/Q115749639,11908-1,https://www.ipni.org/n/11908-1,wfo-4000019965,https://list.worldfloraonline.org/wfo-4000019965,Synonym of Hewittia Wight & Arn.,synonym of Hewittia Wight & Arn.,Raf.,Q364857,,,,,http://www.wikidata.org/entity/Q364857,,,,,France/USA,M,0,1,Fl. Tellur. 4: 78 (1838),1838,Convolvulaceae,0,Kethosia,1,,,n/a,mythical figure (nymph),,0,1,,Q111360171,,http://www.wikidata.org/entity/Q111360171,,https://www.biodiversitylibrary.org/page/7430572,1,nymph,No English Wikipedia article,Mythical person
410,Kiewia,Q94432560,http://www.wikidata.org/entity/Q94432560,77193885-1,https://www.ipni.org/n/77193885-1,wfo-4100000398,https://list.worldfloraonline.org/wfo-4100000398,Accepted,accepted,S.Y.Wong & P.C.Boyce,Q21612941,Q13409295,,,,http://www.wikidata.org/entity/Q21612941,http://www.wikidata.org/entity/Q13409295,,,,"Malaysia, UK",FM,1,2,Webbia 73(1): S52 (2018),2018,Araceae,0,Ruth Kiew,1,1946,current,1946–current,"botanist, botanical collector",,1,0,UK,Q6114520,,http://www.wikidata.org/entity/Q6114520,,https://doi.org/10.1080/00837792.2017.1409940,1,"Honouring Dr Ruth Kiew, one of the pre-eminent botanists of Malaysia. Former Professor of Botany at Universiti Pertanian Malaysia (now Universiti Putra Malaysia), and Keeper of the Herbarium, Singapore. Dr Kiew is currently co-editing the Flora of Peninsular Malaysia Project at the Forestry Research Institute Malaysia (FRIM), based at Kepong, near Kuala Lumpur. Among Ruth’s numerous research interests, including far-reaching understanding of limestone flora, Begoniastands out.",https://en.wikipedia.org/wiki/Ruth_Kiew,Not in Bionomia
411,Kingdonia,Q17412885,http://www.wikidata.org/entity/Q17412885,33169-1,https://www.ipni.org/n/33169-1,wfo-4000020010,https://list.worldfloraonline.org/wfo-4000020010,Accepted,accepted,Balf.f. & W.W.Sm.,Q670050,Q1278792,,,,http://www.wikidata.org/entity/Q670050,http://www.wikidata.org/entity/Q1278792,,,,"UK, UK",MM,0,2,Notes Roy. Bot. Gard. Edinburgh 8: 191 (1914),1914,Circaeasteraceae,0,"Selina Mary Ward, née Kingdon",1,1854,1922,1854–1922,wife of botanist Harry Marshall Ward,,1,0,UK,Q107014669,,http://www.wikidata.org/entity/Q107014669,,https://www.biodiversitylibrary.org/page/32409057,1,"The generic name is in honour of Mrs. Marshall Ward, whose son, F. Kingdon Ward, discovered the plant on the borders of China and Tibet.",No English Wikipedia article,Not in Bionomia
